# id:2-1018.8--10 
0,88.557576136485
1,681.19315745217
2,757.3706826061
3,1194.144210684
4,382.06250750123
5,334.1210886715
6,589.57332090082
7,510.62622260563
8,1241.6784613143
9,464.1948509687
10,354.93353891358
11,301.20736624872
12,251.82642874753
13,968.2353706712
14,-132.60471547657
15,544.57509044898
16,255.39427020589
17,91.890919721667
18,272.96252727449
19,800.25199321636
20,290.43209822553
21,243.04481706778
22,177.17927521316
23,625.22291883348
24,921.78216071679
25,-613.51438980696
26,338.28805004931
27,-85.706849175976
28,399.2243198659
29,812.21570102572
30,-375.14896864664
31,-89.975367482257
32,667.1840107948
33,334.40388365165
34,541.31293128544
35,-347.88604068549
36,-0.55308960315358
37,-159.31829933315
38,1.7727518188831
39,12.797708009178
40,319.44568530508
41,-393.0465017839
42,452.5273659048
43,-3.0300185836089
44,448.17894777623
45,130.62783437999
46,-1.9287310081784
47,141.57301397042
48,184.43481818647
49,120.02378380613
50,385.67785389418
51,821.99228413571
52,-73.690673599935
53,169.30707893373
54,-289.62620766143
55,410.93369106712
56,1003.2527593905
57,465.29587016298
58,-168.67772622564
59,606.68562281722
60,131.77769473368
61,-368.40170235511
62,131.80685096951
63,-568.13980223733
64,-174.59825110233
65,244.81787543436
66,-245.27689065318
67,49.042150477176
68,146.77977242342
69,280.42679370825
70,234.37176263286
71,237.51750105132
72,649.12200486788
73,1225.2394623873
74,279.51597740897
75,373.38666386624
76,386.26914352219
77,-40.212056316825
78,-710.57715524426
79,33.814813818317
80,-203.88050491056
81,182.48784140931
82,7.3982392023153
83,126.73171018669
84,-683.93432681182
85,-43.900029035392
86,58.305054997796
87,482.15769614195
88,577.60777363311
89,-186.60776150728
90,-13.831647598393
91,-645.84067176517
92,2.5012432485714
93,334.64231824764
94,58.186067759762
95,337.08414085523
96,-85.238432505796
97,404.45258847171
98,-22.346694082235
99,-761.43289313142
100,560.40239359094
101,-172.93649351348
102,-175.2797484099
103,-558.87158154929
104,-889.57123016506
105,618.90231481346
106,-210.83845448276
107,102.28786137672
108,408.80510454047
109,393.701100226
110,-382.63934923449
111,-325.19119065051
112,-48.939059947271
113,217.99945007243
114,-479.07783552383
115,518.95844186318
116,491.77090990421
117,387.70670827002
118,-67.880056347497
119,-95.332747874076
120,-139.52055827946
121,-315.45270727042
122,-388.55739510169
123,-8.9094644875808
124,301.86669652091
125,-151.44615707928
126,106.73967518223
127,317.41989226923
