# id:22-22-22 
-0.94,0.42,1.4893772681629
0.75,-0.83,-0.54447026145214
-0.63,-0.86,-0.30768749266517
0.92,-0.03,0.71909333705814
0.11,0.33,0.43776083226356
0.34,-0.88,-0.90952787527316
0.67,0.01,0.68819978236197
-0.68,0.23,0.50673266149458
0.46,-0.91,-0.55352218521375
0.31,-0.52,-0.76131697870078
-0.05,-0.99,-1.3062611950333
0.89,-0.05,0.62592955836763
-0.74,-0.49,0.059399690724601
-0.83,-0.04,0.73158329960899
0.92,0.2,0.65724618772617
-0.3,0.98,0.71635844386043
-0.39,-0.55,-0.36646267386657
-0.85,-0.01,1.0976095158097
-0.41,-0.94,-0.81714667383827
0.96,0.71,1.7741953811962
0.39,0.3,0.16927639333019
0.83,0.05,0.44853481340735
-0.69,-0.86,-0.3402886604925
-0.73,0.77,1.5297742252848
-0.76,0.59,0.90718993277761
-0.75,0.19,0.59862333123268
0.6,-0.87,-0.59782554179765
-0.87,0.87,1.9916660382697
-0.35,-0.69,-0.65875399205269
-0.17,-0.44,-0.43441548989515
0.51,0.54,0.99289343849614
-0.46,-0.88,-0.91358189383201
0.99,-0.31,0.76532304284033
0.11,-0.42,-0.4824993745165
-0.24,0.06,0.15527346164459
-0.72,-0.86,-0.43944440519357
-0.64,-0.89,-0.4775634897255
0.2,-0.33,-0.33262901436974
-0.74,0.48,1.0450050242169
-0.56,-0.5,-0.19143597003802
0.06,-0.31,-0.25220241046702
0.7,-0.34,0.13353856083033
-0.17,0.84,1.5734546912101
-0.48,0.49,0.74322212685569
-0.85,0.36,0.84860041795219
-0.95,0.66,1.2850610775345
-0.1,-0.41,0.080842428863484
0.78,-0.12,0.53622366728146
0.29,-0.11,0.04326089827511
0.46,-0.96,-0.56059794661957
0.96,0.75,1.4807402405394
-0.81,-0.69,-0.011577909922425
0.87,0.39,1.0331715906822
-0.01,-0.88,-1.0311407761059
-0.14,0.43,0.45893377001654
-0.37,0.93,1.1459952553371
-0.88,-0.67,0.19385352919039
-0.42,-0.04,0.27932874516523
-0.84,0.11,0.78926065363828
-0.56,-0.69,-0.038828024924693
-0.54,-0.51,-0.16638875338628
0.98,0.36,1.4333009264477
0.09,0.76,0.61547822720565
-0.76,-0.63,-0.12975009226518
-0.36,0.71,0.95900854108901
